transaction_id,customer_id,amount,payment_method,transaction_date,status,failure_reason,checkout_time_seconds,previous_transactions,previous_successes,previous_failures,customer_lifetime_value,previous_success_rate
TXN000063,C0841,13505.24,Credit Card,2026-01-02 11:25:04.590459,Success,,327,19,14,5,92062.57,0.7368421052631579
TXN000064,C0167,22839.42,UPI,2026-01-02 11:59:21.116111,Failed,Bank Timeout,54,23,7,16,118236.76,0.30434782608695654
TXN000065,C1298,9760.52,UPI,2026-01-02 12:33:37.641764,Failed,Bank Timeout,66,1,1,0,42176.26,1.0
TXN000066,C0388,20756.19,UPI,2026-01-02 13:07:54.167416,Success,,395,27,5,22,105185.09,0.18518518518518517
TXN000067,C0601,3429.02,Debit Card,2026-01-02 13:42:10.693069,Failed,Bank Timeout,878,17,2,15,140207.72,0.11764705882352941
TXN000068,C0316,23391.32,Credit Card,2026-01-02 14:16:27.218721,Success,,192,7,4,3,76266.44,0.5714285714285714
TXN000069,C0014,18810.44,UPI,2026-01-02 14:50:43.744374,Success,,796,7,1,6,103559.75,0.14285714285714285
TXN000070,C0242,23539.23,Debit Card,2026-01-02 15:25:00.270027,Success,,326,14,10,4,50210.7,0.7142857142857143
TXN000071,C0777,16947.77,UPI,2026-01-02 15:59:16.795679,Success,,417,18,16,2,51738.05,0.8888888888888888
TXN000072,C1370,9148.76,Credit Card,2026-01-02 16:33:33.321332,Failed,Insufficient Balance,526,7,1,6,17002.65,0.14285714285714285
TXN000073,C0565,23460.71,UPI,2026-01-02 17:07:49.846984,Success,,675,8,6,2,29830.78,0.75
TXN000074,C0898,6961.61,Credit Card,2026-01-02 17:42:06.372637,Success,,485,21,2,19,103902.19,0.09523809523809523
TXN000075,C1364,8371.1,Wallet,2026-01-02 18:16:22.898289,Abandoned,Checkout Abandoned,28,29,7,22,24048.31,0.2413793103448276
TXN000076,C0092,17550.13,UPI,2026-01-02 18:50:39.423942,Abandoned,Checkout Abandoned,40,16,6,10,149779.43,0.375
TXN000077,C1391,19156.38,UPI,2026-01-02 19:24:55.949594,Success,,500,26,7,19,30906.73,0.2692307692307692
TXN000078,C0956,23242.15,UPI,2026-01-02 19:59:12.475247,Success,,668,9,7,2,118993.35,0.7777777777777778
TXN000079,C1479,5199.58,UPI,2026-01-02 20:33:29.000900,Success,,477,11,0,11,116191.89,0.0
TXN000080,C1452,19970.15,UPI,2026-01-02 21:07:45.526552,Success,,883,2,0,2,125176.25,0.0
TXN000081,C0509,18489.8,Net Banking,2026-01-02 21:42:02.052205,Success,,858,29,1,28,88979.48,0.034482758620689655
TXN000082,C0776,1688.48,Net Banking,2026-01-02 22:16:18.577857,Success,,405,24,11,13,68978.15,0.4583333333333333
TXN000083,C1967,9741.86,UPI,2026-01-02 22:50:35.103510,Failed,Insufficient Balance,428,10,9,1,68184.26,0.9
TXN000084,C0035,7140.86,Credit Card,2026-01-02 23:24:51.629162,Failed,Technical Error,867,28,26,2,59575.81,0.9285714285714286
TXN000085,C0206,7681.81,Credit Card,2026-01-02 23:59:08.154815,Success,,382,5,1,4,6477.46,0.2
TXN000086,C1105,24575.38,Credit Card,2026-01-03 00:33:24.680468,Success,,646,12,6,6,98994.34,0.5
TXN000087,C1956,16105.16,UPI,2026-01-03 01:07:41.206120,Success,,337,24,24,0,126782.63,1.0
TXN000088,C1586,17970.14,UPI,2026-01-03 01:41:57.731773,Success,,881,9,1,8,51148.5,0.1111111111111111
TXN000089,C1896,24417.78,Credit Card,2026-01-03 02:16:14.257425,Success,,546,24,16,8,19905.82,0.6666666666666666
TXN000090,C1412,9492.32,UPI,2026-01-03 02:50:30.783078,Success,,162,3,2,1,136105.17,0.6666666666666666
TXN000091,C1026,20065.82,Debit Card,2026-01-03 03:24:47.308730,Success,,758,25,14,11,109829.33,0.56
TXN000092,C1022,10919.82,Debit Card,2026-01-03 03:59:03.834383,Success,,735,29,23,6,53581.74,0.7931034482758621
TXN000093,C1414,21751.39,UPI,2026-01-03 04:33:20.360036,Success,,662,14,11,3,12914.16,0.7857142857142857
TXN000094,C0566,4598.37,UPI,2026-01-03 05:07:36.885688,Success,,307,11,11,0,102255.85,1.0
TXN000095,C1130,23697.39,Net Banking,2026-01-03 05:41:53.411341,Success,,152,26,23,3,133874.55,0.8846153846153846
TXN000096,C1796,5547.42,Credit Card,2026-01-03 06:16:09.936993,Success,,544,3,1,2,56995.5,0.3333333333333333
TXN000097,C1846,8222.89,Net Banking,2026-01-03 06:50:26.462646,Success,,805,15,4,11,109530.05,0.26666666666666666
TXN000098,C1501,18929.19,UPI,2026-01-03 07:24:42.988298,Success,,121,30,22,8,105995.48,0.7333333333333333
TXN000099,C0703,9904.5,Credit Card,2026-01-03 07:58:59.513951,Success,,278,1,1,0,18598.87,1.0
TXN000100,C0402,15244.46,Credit Card,2026-01-03 08:33:16.039603,Success,,105,4,4,0,14891.75,1.0
TXN000101,C0730,11169.88,Net Banking,2026-01-03 09:07:32.565256,Success,,340,6,2,4,136155.48,0.3333333333333333
TXN000102,C1580,18585.01,UPI,2026-01-03 09:41:49.090909,Failed,Technical Error,181,11,11,0,116853.94,1.0
TXN000103,C0162,5785.45,UPI,2026-01-03 10:16:05.616561,Success,,471,28,13,15,22764.06,0.4642857142857143
TXN000104,C0202,1555.6,UPI,2026-01-03 10:50:22.142214,Success,,300,14,6,8,122359.01,0.42857142857142855
TXN000105,C1982,7568.24,Net Banking,2026-01-03 11:24:38.667866,Abandoned,Checkout Abandoned,824,23,8,15,69834.45,0.34782608695652173
TXN000106,C0996,11910.29,Wallet,2026-01-03 11:58:55.193519,Abandoned,Checkout Abandoned,244,12,11,1,68342.26,0.9166666666666666
TXN000107,C0270,4283.7,Wallet,2026-01-03 12:33:11.719171,Success,,428,23,23,0,89268.54,1.0
TXN000108,C1887,8934.45,Wallet,2026-01-03 13:07:28.244824,Failed,Bank Timeout,315,10,6,4,26091.7,0.6
TXN000109,C0816,10059.58,UPI,2026-01-03 13:41:44.770477,Success,,497,6,0,6,54532.02,0.0
TXN000110,C1295,1529.06,UPI,2026-01-03 14:16:01.296129,Abandoned,Checkout Abandoned,96,7,6,1,72707.82,0.8571428571428571
TXN000111,C0456,14624.35,UPI,2026-01-03 14:50:17.821782,Success,,817,0,0,0,90053.1,0.0
TXN000112,C1486,22120.15,UPI,2026-01-03 15:24:34.347434,Failed,Technical Error,342,15,15,0,11161.29,1.0
TXN000113,C1751,3878.4,Net Banking,2026-01-03 15:58:50.873087,Failed,Insufficient Balance,719,6,0,6,146365.67,0.0
TXN000114,C1276,14985.42,Net Banking,2026-01-03 16:33:07.398739,Success,,742,20,6,14,49974.78,0.3
TXN000115,C1017,16652.01,UPI,2026-01-03 17:07:23.924392,Failed,Technical Error,307,4,0,4,39817.87,0.0
TXN000116,C1726,10541.43,Credit Card,2026-01-03 17:41:40.450045,Success,,152,0,0,0,15340.13,0.0
TXN000117,C0296,17557.33,Net Banking,2026-01-03 18:15:56.975697,Success,,69,10,0,10,25361.19,0.0
TXN000118,C1749,10327.22,Credit Card,2026-01-03 18:50:13.501350,Success,,835,20,9,11,22085.61,0.45
TXN000119,C0720,12665.47,UPI,2026-01-03 19:24:30.027002,Abandoned,Checkout Abandoned,810,22,18,4,146002.58,0.8181818181818182
TXN000120,C1773,283.09,Credit Card,2026-01-03 19:58:46.552655,Success,,11,7,5,2,140746.7,0.7142857142857143
TXN000121,C0338,17323.83,UPI,2026-01-03 20:33:03.078307,Success,,426,29,10,19,10437.77,0.3448275862068966
TXN000122,C0879,16567.43,Credit Card,2026-01-03 21:07:19.603960,Success,,162,21,4,17,6992.11,0.19047619047619047
TXN000123,C1077,1056.18,UPI,2026-01-03 21:41:36.129612,Success,,263,6,0,6,149261.77,0.0
TXN000124,C0792,9269.43,UPI,2026-01-03 22:15:52.655265,Success,,580,14,12,2,138350.56,0.8571428571428571
TXN000125,C1946,24477.89,Wallet,2026-01-03 22:50:09.180918,Success,,772,7,2,5,119679.42,0.2857142857142857
TXN000126,C0217,10576.34,Credit Card,2026-01-03 23:24:25.706570,Abandoned,Checkout Abandoned,377,5,4,1,56178.75,0.8
TXN000127,C0764,12598.44,Credit Card,2026-01-03 23:58:42.232223,Success,,34,20,14,6,85200.59,0.7
TXN000128,C0188,22757.26,Wallet,2026-01-04 00:32:58.757875,Success,,142,2,2,0,140349.87,1.0
TXN000129,C0380,17959.82,UPI,2026-01-04 01:07:15.283528,Success,,252,27,25,2,92635.89,0.9259259259259259
TXN000130,C0493,14593.55,UPI,2026-01-04 01:41:31.809180,Success,,71,18,1,17,107052.41,0.05555555555555555
TXN000131,C1065,19965.34,Net Banking,2026-01-04 02:15:48.334833,Success,,436,19,19,0,60250.19,1.0
TXN000132,C1181,21622.72,UPI,2026-01-04 02:50:04.860486,Success,,625,10,10,0,51429.1,1.0
TXN000133,C0015,11476.51,Debit Card,2026-01-04 03:24:21.386138,Success,,461,9,0,9,113033.67,0.0
TXN000134,C1837,11930.2,UPI,2026-01-04 03:58:37.911791,Success,,87,5,3,2,117863.32,0.6
TXN000135,C0065,9712.67,UPI,2026-01-04 04:32:54.437443,Failed,Network Error,730,27,20,7,76905.92,0.7407407407407407
TXN000136,C1881,24170.98,Credit Card,2026-01-04 05:07:10.963096,Abandoned,Checkout Abandoned,114,8,4,4,149436.02,0.5
TXN000137,C1863,17459.44,UPI,2026-01-04 05:41:27.488748,Success,,612,6,1,5,121513.49,0.16666666666666666
TXN000138,C0521,2172.25,Debit Card,2026-01-04 06:15:44.014401,Success,,685,24,20,4,74835.68,0.8333333333333334
TXN000139,C1368,21587.69,Credit Card,2026-01-04 06:50:00.540054,Success,,389,21,10,11,15715.46,0.47619047619047616
TXN000140,C1153,12065.94,Wallet,2026-01-04 07:24:17.065706,Abandoned,Checkout Abandoned,875,22,4,18,21710.25,0.18181818181818182
TXN000141,C0648,1811.97,Debit Card,2026-01-04 07:58:33.591359,Success,,403,29,25,4,115105.75,0.8620689655172413
TXN000142,C1496,13787.96,UPI,2026-01-04 08:32:50.117011,Failed,Insufficient Balance,124,15,6,9,72433.63,0.4
TXN000143,C1087,10487.39,Net Banking,2026-01-04 09:07:06.642664,Success,,671,21,13,8,135141.17,0.6190476190476191
TXN000144,C1163,21955.96,Credit Card,2026-01-04 09:41:23.168316,Success,,754,5,2,3,59184.91,0.4
TXN000145,C1523,5179.47,Debit Card,2026-01-04 10:15:39.693969,Success,,607,3,3,0,95886.61,1.0
TXN000146,C0593,20678.97,Net Banking,2026-01-04 10:49:56.219621,Success,,549,5,3,2,35933.45,0.6
TXN000147,C0392,13986.45,Credit Card,2026-01-04 11:24:12.745274,Success,,57,8,4,4,120647.15,0.5
TXN000148,C1699,1459.8,Credit Card,2026-01-04 11:58:29.270927,Success,,197,17,10,7,100077.05,0.5882352941176471
TXN000149,C0419,24298.95,Credit Card,2026-01-04 12:32:45.796579,Success,,605,14,11,3,123106.24,0.7857142857142857
TXN000150,C0289,12864.12,UPI,2026-01-04 13:07:02.322232,Success,,584,15,2,13,52810.41,0.13333333333333333
TXN000151,C0379,7342.83,UPI,2026-01-04 13:41:18.847884,Success,,523,8,7,1,143979.64,0.875
TXN000152,C1797,11788.23,Credit Card,2026-01-04 14:15:35.373537,Success,,800,0,0,0,36149.02,0.0
TXN000153,C1514,21460.66,UPI,2026-01-04 14:49:51.899189,Success,,60,3,0,3,15018.19,0.0
TXN000154,C0231,7692.09,UPI,2026-01-04 15:24:08.424842,Success,,235,30,3,27,69187.35,0.1
TXN000155,C1018,4897.64,UPI,2026-01-04 15:58:24.950495,Success,,377,17,3,14,15238.71,0.17647058823529413
TXN000156,C0041,3313.87,Credit Card,2026-01-04 16:32:41.476147,Success,,89,1,0,1,142517.22,0.0
TXN000157,C1052,7516.7,UPI,2026-01-04 17:06:58.001800,Success,,767,19,15,4,102548.5,0.7894736842105263
TXN000158,C0135,19523.2,Debit Card,2026-01-04 17:41:14.527452,Success,,215,29,1,28,31240.43,0.034482758620689655
TXN000159,C0201,11843.5,UPI,2026-01-04 18:15:31.053105,Success,,637,17,17,0,48891.11,1.0
TXN000160,C1864,5764.29,Credit Card,2026-01-04 18:49:47.578757,Abandoned,Checkout Abandoned,778,6,3,3,38762.48,0.5
TXN000161,C0780,4238.01,UPI,2026-01-04 19:24:04.104410,Success,,408,29,25,4,14047.17,0.8620689655172413
TXN000162,C0930,8384.96,Debit Card,2026-01-04 19:58:20.630063,Failed,Network Error,536,3,2,1,130425.36,0.6666666666666666
TXN000163,C1057,23504.12,UPI,2026-01-04 20:32:37.155715,Success,,226,1,0,1,32310.36,0.0
TXN000164,C1072,8641.37,Wallet,2026-01-04 21:06:53.681368,Success,,52,8,4,4,3204.36,0.5
TXN000165,C0503,24704.29,Wallet,2026-01-04 21:41:10.207020,Success,,465,1,0,1,60896.78,0.0
TXN000166,C0407,12182.24,Net Banking,2026-01-04 22:15:26.732673,Success,,624,30,17,13,77772.16,0.5666666666666667
TXN000167,C1598,4561.18,Wallet,2026-01-04 22:49:43.258325,Success,,303,29,19,10,8336.28,0.6551724137931034
TXN000168,C1752,22289.39,UPI,2026-01-04 23:23:59.783978,Success,,584,5,3,2,37469.63,0.6
TXN000169,C0805,11562.85,Credit Card,2026-01-04 23:58:16.309630,Success,,752,18,8,10,83941.1,0.4444444444444444
TXN000170,C0099,17770.82,Debit Card,2026-01-05 00:32:32.835283,Success,,508,26,5,21,111443.39,0.19230769230769232
TXN000171,C0684,24594.42,Debit Card,2026-01-05 01:06:49.360936,Success,,247,25,9,16,116420.19,0.36
TXN000172,C1896,1349.37,Net Banking,2026-01-05 01:41:05.886588,Failed,Technical Error,316,24,16,8,19905.82,0.6666666666666666
TXN000173,C0726,2507.69,Debit Card,2026-01-05 02:15:22.412241,Success,,771,1,1,0,68853.66,1.0
TXN000174,C1571,18039.37,Wallet,2026-01-05 02:49:38.937893,Success,,599,15,13,2,127275.84,0.8666666666666667
TXN000175,C0961,7117.44,UPI,2026-01-05 03:23:55.463546,Success,,604,28,7,21,51930.61,0.25
TXN000176,C1763,4689.1,Net Banking,2026-01-05 03:58:11.989198,Success,,163,29,17,12,112731.05,0.5862068965517241
TXN000177,C0613,1080.11,Debit Card,2026-01-05 04:32:28.514851,Failed,Card Declined,751,0,0,0,127792.52,0.0
TXN000178,C1967,643.98,Debit Card,2026-01-05 05:06:45.040504,Success,,106,10,9,1,68184.26,0.9
TXN000179,C1486,19384.69,UPI,2026-01-05 05:41:01.566156,Success,,183,15,15,0,11161.29,1.0
TXN000180,C0643,3447.39,Debit Card,2026-01-05 06:15:18.091809,Success,,661,24,1,23,63079.17,0.041666666666666664
TXN000181,C1793,11746.24,Net Banking,2026-01-05 06:49:34.617461,Failed,Bank Timeout,102,8,0,8,64360.91,0.0
TXN000182,C1029,15186.83,UPI,2026-01-05 07:23:51.143114,Success,,661,22,3,19,1741.33,0.13636363636363635
TXN000183,C1242,10765.96,Credit Card,2026-01-05 07:58:07.668766,Success,,38,5,4,1,7907.51,0.8
TXN000184,C0503,774.96,UPI,2026-01-05 08:32:24.194419,Success,,882,1,0,1,60896.78,0.0
TXN000185,C0767,19609.19,Wallet,2026-01-05 09:06:40.720072,Success,,70,19,19,0,10955.13,1.0
TXN000186,C0398,361.78,Credit Card,2026-01-05 09:40:57.245724,Success,,50,12,9,3,19638.81,0.75
TXN000187,C0871,19071.06,UPI,2026-01-05 10:15:13.771377,Failed,Insufficient Balance,503,0,0,0,77257.77,0.0
TXN000188,C0795,22343.28,UPI,2026-01-05 10:49:30.297029,Success,,669,5,4,1,80490.3,0.8
TXN000189,C0393,10877.71,Debit Card,2026-01-05 11:23:46.822682,Failed,Network Error,823,5,3,2,86845.18,0.6
TXN000190,C0207,13435.01,UPI,2026-01-05 11:58:03.348334,Success,,768,4,2,2,142150.01,0.5
TXN000191,C1039,11976.89,Credit Card,2026-01-05 12:32:19.873987,Success,,679,16,5,11,61793.5,0.3125
TXN000192,C1882,9791.29,Wallet,2026-01-05 13:06:36.399639,Failed,Card Declined,304,1,0,1,64364.32,0.0
TXN000193,C1578,22196.87,Net Banking,2026-01-05 13:40:52.925292,Success,,767,10,2,8,16083.84,0.2
TXN000194,C0892,22358.94,UPI,2026-01-05 14:15:09.450945,Failed,Card Declined,305,13,1,12,62466.68,0.07692307692307693
TXN000195,C1485,8461.83,Wallet,2026-01-05 14:49:25.976597,Failed,Insufficient Balance,188,29,27,2,46343.15,0.9310344827586207
TXN000196,C1715,15415.24,Debit Card,2026-01-05 15:23:42.502250,Success,,267,4,1,3,132168.33,0.25
TXN000197,C1599,23180.0,UPI,2026-01-05 15:57:59.027902,Success,,739,17,13,4,100739.52,0.7647058823529411
TXN000198,C0864,24055.26,UPI,2026-01-05 16:32:15.553555,Abandoned,Checkout Abandoned,458,20,12,8,81360.63,0.6
TXN000199,C0743,12773.08,UPI,2026-01-05 17:06:32.079207,Success,,677,8,7,1,32098.26,0.875
TXN000200,C1265,11375.34,Net Banking,2026-01-05 17:40:48.604860,Success,,316,10,9,1,107206.81,0.9
TXN000201,C0564,7039.49,UPI,2026-01-05 18:15:05.130513,Success,,129,10,3,7,65942.36,0.3
TXN000202,C1021,23975.91,UPI,2026-01-05 18:49:21.656165,Success,,273,5,1,4,124536.32,0.2
TXN000203,C0096,3656.08,Debit Card,2026-01-05 19:23:38.181818,Success,,296,12,12,0,66350.96,1.0
TXN000204,C1924,14537.76,Credit Card,2026-01-05 19:57:54.707470,Success,,560,22,17,5,116956.07,0.7727272727272727
TXN000205,C1758,7135.5,Debit Card,2026-01-05 20:32:11.233123,Success,,197,16,5,11,65217.06,0.3125
TXN000206,C0485,7047.31,Debit Card,2026-01-05 21:06:27.758775,Success,,251,19,16,3,81054.6,0.8421052631578947
TXN000207,C1431,10183.72,UPI,2026-01-05 21:40:44.284428,Success,,604,13,2,11,19357.13,0.15384615384615385
TXN000208,C0231,24969.94,Net Banking,2026-01-05 22:15:00.810081,Success,,214,30,3,27,69187.35,0.1
TXN000209,C0749,1468.66,UPI,2026-01-05 22:49:17.335733,Success,,665,8,7,1,125973.36,0.875
TXN000210,C1679,14505.69,Credit Card,2026-01-05 23:23:33.861386,Success,,288,20,17,3,82223.49,0.85
TXN000211,C1195,2156.05,Credit Card,2026-01-05 23:57:50.387038,Success,,404,23,9,14,144063.58,0.391304347826087
TXN000212,C0541,3947.57,UPI,2026-01-06 00:32:06.912691,Success,,481,26,17,9,15803.28,0.6538461538461539
TXN000213,C1060,11045.12,Wallet,2026-01-06 01:06:23.438343,Success,,386,1,0,1,111143.62,0.0
TXN000214,C0525,12810.46,Credit Card,2026-01-06 01:40:39.963996,Success,,703,7,2,5,135821.78,0.2857142857142857
TXN000215,C1184,6543.93,UPI,2026-01-06 02:14:56.489648,Success,,334,9,6,3,64782.04,0.6666666666666666
TXN000216,C1863,7979.78,Wallet,2026-01-06 02:49:13.015301,Failed,Insufficient Balance,21,6,1,5,121513.49,0.16666666666666666
TXN000217,C1723,2265.48,Credit Card,2026-01-06 03:23:29.540954,Success,,301,29,0,29,17043.85,0.0
TXN000218,C1267,7650.17,Debit Card,2026-01-06 03:57:46.066606,Abandoned,Checkout Abandoned,66,9,4,5,134379.25,0.4444444444444444
TXN000219,C1110,24167.31,Credit Card,2026-01-06 04:32:02.592259,Success,,163,6,6,0,23818.53,1.0
TXN000220,C1820,23623.21,Net Banking,2026-01-06 05:06:19.117911,Success,,613,2,1,1,45153.4,0.5
TXN000221,C0578,8438.47,UPI,2026-01-06 05:40:35.643564,Failed,Card Declined,473,15,3,12,7994.07,0.2
TXN000222,C0682,14314.26,UPI,2026-01-06 06:14:52.169216,Success,,611,3,1,2,134329.48,0.3333333333333333
TXN000223,C0557,22748.93,Credit Card,2026-01-06 06:49:08.694869,Success,,525,19,11,8,107843.01,0.5789473684210527
